age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
55,Yes,Unknown,436.0,Sales,2,1,Medical,1,842.0,3,Male,37.0,3,2,Sales Executive,4,Single,6463.92,21519,4,No,16,3,3,40,0,11.25,3,2.0,9,7,3,1968,156960.0,No
44,No,Unknown,661.0,Research & Development,9,2,Other,1,913.0,2,Male,61.0,3,1,Research Scientist,1,Unknown,6463.92,7508,1,Yes,13,3,4,40,0,8.0,0,3.0,8,7,1,1979,237960.0,Yes
41,Yes,Unknown,1085.0,Research & Development,2,4,Life Sciences,1,927.0,2,Female,57.0,1,1,Laboratory Technician,4,Divorced,6463.92,17725,4,Yes,13,3,3,40,1,11.25,1,2.0,7,1,0,1982,390600.0,Yes
31,No,travel rarely,154.0,Sales,7,4,Other,1,941.0,2,Male,41.0,2,1,Sales Representative,3,Unknown,2329.0,11737,3,No,15,3,2,40,0,11.25,2,4.0,7,5,2,1992,55440.0,No
26,No,travel frequently,1283.0,Sales,28,3,Medical,1,956.0,28,Male,52.0,2,2,Sales Executive,1,Unknown,4294.0,11148,1,No,12,3,2,40,0,11.25,2,3.0,7,0,7,1997,461880.0,Yes
32,No,Unknown,498.0,Research & Development,3,4,Medical,1,966.0,3,Female,93.0,3,2,Manufacturing Director,1,Married,6725.0,13554,1,No,12,3,3,40,1,8.0,2,4.0,8,6,3,1991,179280.0,No
36,Yes,travel rarely,530.0,Sales,3,1,Life Sciences,1,967.0,3,Male,51.0,2,3,Sales Executive,4,Married,10325.0,5518,1,No,11,3,1,40,1,11.25,6,3.0,16,3,7,1987,190800.0,No
45,No,non travel,805.0,Research & Development,47,2,Other,1,972.0,47,Male,57.0,3,2,Laboratory Technician,2,Unknown,4447.0,23163,1,No,12,3,2,40,0,11.25,5,2.0,9,0,8,1978,289800.0,Yes
36,No,non travel,1229.0,Sales,8,4,Technical Degree,1,990.0,1,Male,84.0,3,2,Sales Executive,4,Divorced,6463.92,25952,4,No,13,3,4,40,2,12.0,3,3.0,7,0,7,1987,442440.0,Yes
54,No,travel rarely,1441.0,Research & Development,17,3,Technical Degree,1,1013.0,3,Female,56.0,3,3,Manufacturing Director,3,Unknown,6463.92,13943,8,No,11,3,3,40,1,22.0,2,3.0,10,0,8,1969,518760.0,Yes
30,No,travel rarely,153.0,Research & Development,8,2,Other,1,1015.0,2,Female,73.0,4,3,Research Director,1,Unknown,6463.92,17802,0,Yes,12,3,3,40,3,11.25,4,2.0,8,1,7,1993,55080.0,Yes
26,No,Unknown,1066.0,Research & Development,2,2,Medical,1,1018.0,4,Male,32.0,4,2,Manufacturing Director,4,Married,5472.0,3334,1,No,12,3,2,40,0,11.25,2,3.0,8,1,3,1997,383760.0,No
55,No,travel frequently,135.0,Research & Development,18,4,Medical,1,1034.0,3,Male,62.0,3,2,Healthcare Representative,2,Married,6385.0,12992,3,No,14,3,4,40,2,11.25,3,3.0,8,6,7,1968,48600.0,Yes
32,No,non travel,1109.0,Research & Development,29,4,Other,1,1046.0,4,Female,69.0,3,1,Laboratory Technician,3,Single,6463.92,11135,9,No,12,3,2,40,0,10.0,2,3.0,8,7,7,1991,399240.0,Yes
53,No,travel frequently,124.0,Sales,2,3,Marketing,1,1050.0,3,Female,38.0,2,3,Sales Executive,2,Unknown,7525.0,23537,2,No,12,3,1,40,1,30.0,2,2.77,15,6,12,1970,44640.0,Yes
55,No,Unknown,444.0,Research & Development,2,1,Other,1,1074.0,3,Male,40.0,2,4,Manager,1,Single,6463.92,17323,7,No,15,3,2,40,0,11.25,3,4.0,9,6,2,1968,159840.0,Yes
28,Yes,non travel,1366.0,Research & Development,24,2,Other,1,1082.0,2,Male,72.0,2,3,Healthcare Representative,1,Single,6463.92,12355,1,No,12,3,1,40,0,10.0,2,2.0,10,1,9,1995,491760.0,No
28,No,travel rarely,857.0,Research & Development,10,3,Other,1,1097.0,3,Female,59.0,3,2,Research Scientist,3,Single,3660.0,7909,3,No,13,3,4,40,0,11.25,4,4.0,8,1,7,1995,308520.0,Yes
35,Yes,Unknown,1204.0,Sales,4,3,Technical Degree,1,1100.0,4,Male,86.0,3,3,Sales Executive,1,Unknown,6463.92,10333,0,No,22,4,1,40,0,9.0,2,3.0,8,4,7,1988,433440.0,Yes
33,Yes,travel frequently,827.0,Research & Development,36,4,Medical,1,1101.0,36,Female,54.0,2,2,Research Scientist,3,Single,6463.92,3129,1,No,22,4,2,40,0,14.0,4,3.0,13,3,8,1990,297720.0,Yes
25,Yes,Unknown,1219.0,Research & Development,4,1,Technical Degree,1,1106.0,4,Male,32.0,3,1,Laboratory Technician,4,Married,6463.92,4605,1,No,15,3,2,40,1,7.0,3,4.0,7,5,6,1998,438840.0,Yes
38,No,Unknown,770.0,Sales,10,4,Other,1,1119.0,3,Male,65.97,2,3,Sales Executive,3,Unknown,8740.0,5569,0,Yes,14,3,2,40,2,9.0,2,2.77,8,2,7,1985,277200.0,Yes
43,No,travel frequently,1082.0,Research & Development,27,3,Life Sciences,1,1126.0,3,Female,83.0,3,3,Manufacturing Director,1,Married,6463.92,11535,8,No,11,3,3,40,1,18.0,1,3.0,8,0,1,1980,389520.0,No
40,No,travel rarely,1308.0,Research & Development,14,3,Other,1,1128.0,3,Male,44.0,2,5,Research Director,3,Unknown,6463.92,17544,1,No,14,3,1,40,0,11.25,2,2.77,20,4,9,1983,470880.0,Yes
26,No,travel rarely,1384.0,Research & Development,3,4,Other,1,1177.0,1,Male,82.0,4,1,Laboratory Technician,4,Unknown,6463.92,13421,1,No,22,4,2,40,1,8.0,2,3.0,8,0,7,1997,498240.0,Yes
35,No,travel rarely,819.0,Research & Development,2,3,Other,1,1182.0,3,Male,44.0,2,3,Manufacturing Director,2,Divorced,6463.92,19588,2,No,18,3,2,40,1,15.0,2,4.0,7,6,4,1988,294840.0,Yes
53,No,Unknown,1223.0,Research & Development,7,2,Medical,1,1201.0,4,Female,50.0,3,5,Manager,3,Divorced,6463.92,18640,3,No,18,3,2,40,1,26.0,6,3.0,7,4,7,1970,440280.0,No
35,No,Unknown,1361.0,Sales,17,4,Life Sciences,1,1218.0,3,Male,94.0,3,2,Sales Executive,1,Unknown,6463.92,21026,3,No,15,3,4,40,3,15.0,2,3.0,7,1,7,1988,489960.0,Yes
33,No,Unknown,1146.0,Sales,25,3,Medical,1,1220.0,2,Female,65.97,3,2,Sales Executive,3,Unknown,6463.92,4905,1,No,12,3,1,40,1,11.25,3,2.0,10,0,1,1990,412560.0,Yes
30,No,travel rarely,853.0,Research & Development,7,4,Life Sciences,1,1224.0,3,Male,49.0,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1,No,13,3,1,40,3,11.25,4,2.0,10,8,9,1993,307080.0,Yes
32,No,Unknown,1316.0,Research & Development,2,2,Life Sciences,1,1235.0,4,Female,38.0,3,2,Research Scientist,3,Single,6463.92,2338,4,Yes,14,3,4,40,0,10.0,2,3.0,8,0,7,1991,473760.0,No
36,No,Unknown,363.0,Research & Development,1,3,Technical Degree,1,1237.0,3,Female,65.97,1,3,Manufacturing Director,1,Divorced,10252.0,4235,2,Yes,21,4,3,40,1,17.0,2,3.0,7,7,7,1987,130680.0,Yes
43,No,Unknown,920.0,Research & Development,3,3,Life Sciences,1,1255.0,3,Male,96.0,1,5,Research Director,4,Unknown,19740.0,18625,3,No,14,3,2,40,1,11.25,2,3.0,8,0,7,1980,331200.0,Yes
29,No,travel rarely,694.0,Research & Development,1,3,Other,1,1264.0,4,Female,65.97,2,4,Research Director,4,Divorced,6463.92,3423,3,No,14,3,2,40,2,9.0,2,2.0,7,1,7,1994,249840.0,Yes
59,No,Unknown,1429.0,Research & Development,24,4,Other,1,1283.0,24,Male,67.0,3,3,Manufacturing Director,4,Single,6463.92,20002,6,No,12,3,4,40,0,11.25,6,2.0,9,5,4,1964,514440.0,No
43,No,travel rarely,531.0,Sales,4,4,Marketing,1,1293.0,4,Female,56.0,2,3,Sales Executive,4,Single,6463.92,20364,3,No,14,3,4,40,0,23.0,3,4.0,21,15,17,1980,191160.0,Yes
44,Yes,travel rarely,621.0,Research & Development,15,3,Medical,1,1295.0,1,Female,73.0,3,3,Healthcare Representative,4,Married,6463.92,14075,1,No,11,3,4,40,1,11.25,2,3.0,10,0,5,1979,223560.0,Yes
39,No,travel rarely,524.0,Research & Development,33,2,Other,1,1322.0,1,Male,32.0,3,2,Manufacturing Director,3,Single,4534.0,13352,0,No,11,3,1,40,0,11.25,6,2.77,8,1,7,1984,188640.0,Yes
34,No,Unknown,943.0,Research & Development,9,3,Other,1,1344.0,4,Male,86.0,3,3,Healthcare Representative,4,Unknown,8500.0,5494,0,No,11,3,4,40,1,10.0,0,2.0,9,1,6,1989,339480.0,Yes
38,No,Unknown,1009.0,Sales,2,2,Life Sciences,1,1355.0,2,Female,31.0,3,2,Sales Executive,1,Unknown,6463.92,19461,3,No,15,3,4,40,1,11.0,3,3.0,7,1,7,1985,363240.0,Yes
36,No,travel frequently,607.0,Sales,12,3,Marketing,1,1362.0,12,Female,83.0,4,2,Sales Executive,1,Married,4639.0,2261,2,No,16,3,4,40,1,11.25,2,2.0,15,6,13,1987,218520.0,Yes
35,No,Unknown,817.0,Research & Development,1,3,Other,1,1369.0,4,Female,60.0,2,2,Laboratory Technician,4,Unknown,5363.0,10846,0,No,12,3,2,40,1,10.0,0,3.0,9,0,0,1988,294120.0,No
34,No,Unknown,802.09,Research & Development,29,3,Other,1,1377.0,2,Male,86.0,3,2,Laboratory Technician,3,Unknown,6463.92,17491,4,No,13,3,1,40,2,10.0,1,3.0,8,7,7,1989,288750.68,No
43,No,Unknown,930.0,Research & Development,6,3,Medical,1,1402.0,1,Female,73.0,2,2,Research Scientist,3,Single,4081.0,20003,1,Yes,14,3,1,40,0,20.0,3,1.0,20,1,8,1980,334800.0,No
42,No,travel rarely,1147.0,Research & Development,10,3,Human Resources,1,1408.0,3,Female,31.0,3,4,Manager,1,Married,6463.92,16616,0,No,14,3,3,40,1,21.0,5,3.0,20,0,9,1981,412920.0,No
26,No,travel rarely,652.0,Research & Development,7,3,Other,1,1417.0,3,Male,100.0,4,1,Laboratory Technician,1,Single,3578.0,23577,0,No,12,3,4,40,0,8.0,2,3.0,7,0,7,1997,234720.0,Yes
29,Yes,Unknown,337.0,Research & Development,14,1,Other,1,1421.0,3,Female,84.0,3,3,Healthcare Representative,4,Single,6463.92,22930,0,Yes,12,3,1,40,0,11.25,1,3.0,8,7,7,1994,121320.0,Yes
54,No,Unknown,971.0,Research & Development,1,3,Other,1,1422.0,4,Female,54.0,3,4,Research Director,4,Unknown,17328.0,5652,6,No,19,3,4,40,0,29.0,3,2.0,20,12,7,1969,349560.0,No
55,No,Unknown,1136.0,Research & Development,1,4,Other,1,1424.0,2,Male,81.0,4,4,Research Director,4,Divorced,6463.92,12414,2,No,13,3,4,40,2,31.0,4,4.0,7,0,0,1968,408960.0,Yes
46,Yes,Unknown,377.0,Sales,9,3,Marketing,1,1457.0,1,Male,52.0,3,3,Sales Executive,4,Divorced,6463.92,15986,4,No,11,3,1,40,1,28.0,1,4.0,7,4,3,1977,135720.0,Yes
45,No,travel rarely,1038.0,Research & Development,20,3,Medical,1,1460.0,2,Male,95.0,1,3,Healthcare Representative,1,Unknown,10851.0,19863,2,Yes,18,3,2,40,1,11.25,2,3.0,7,0,7,1978,373680.0,No
49,No,travel rarely,1490.0,Research & Development,7,4,Life Sciences,1,1484.0,3,Male,35.0,3,3,Healthcare Representative,2,Divorced,10466.0,20948,3,No,14,3,2,40,2,29.0,3,3.0,8,0,7,1974,536400.0,No
29,No,travel rarely,1246.0,Sales,19,3,Other,1,1497.0,3,Male,77.0,2,2,Sales Executive,3,Unknown,6463.92,23757,1,No,14,3,3,40,2,10.0,3,3.0,10,0,4,1994,448560.0,Yes
29,Yes,Unknown,224.0,Research & Development,1,4,Technical Degree,1,1522.0,1,Male,100.0,2,1,Research Scientist,1,Single,2362.0,7568,6,No,13,3,3,40,0,11.25,2,1.0,9,0,7,1994,80640.0,Yes
29,No,Unknown,441.0,Research & Development,8,1,Other,1,1544.0,3,Female,39.0,1,2,Healthcare Representative,1,Unknown,6463.92,7288,3,No,13,3,3,40,1,9.0,3,3.0,7,0,7,1994,158760.0,Yes
53,Yes,Unknown,607.0,Research & Development,2,5,Other,1,1572.0,3,Female,78.0,2,3,Manufacturing Director,4,Married,6463.92,14618,0,No,16,3,2,40,1,11.25,4,3.0,33,1,9,1970,218520.0,Yes
44,No,Unknown,1313.0,Research & Development,7,3,Medical,1,1608.0,2,Female,31.0,3,5,Research Director,4,Unknown,6463.92,3549,0,Yes,14,3,4,40,1,11.25,4,2.0,22,1,10,1979,472680.0,No
45,No,Unknown,1015.0,Research & Development,5,5,Other,1,1611.0,3,Female,50.0,1,2,Laboratory Technician,1,Unknown,5769.0,23447,1,No,14,3,1,40,0,10.0,3,3.0,10,1,4,1978,365400.0,No
45,No,non travel,802.09,Sales,26,3,Marketing,1,1612.0,1,Male,52.0,2,2,Sales Executive,1,Unknown,4385.0,24162,1,No,15,3,1,40,1,10.0,2,2.77,10,4,5,1978,288750.68,No
34,No,travel frequently,426.0,Research & Development,10,4,Other,1,1615.0,3,Male,42.0,4,2,Manufacturing Director,4,Unknown,6463.92,17000,1,No,13,3,1,40,1,9.0,3,2.77,9,7,2,1989,153360.0,Yes
27,No,Unknown,1302.0,Research & Development,36,3,Other,1,1619.0,36,Male,65.97,2,1,Laboratory Technician,1,Divorced,4066.0,16290,1,No,11,3,1,40,2,7.0,3,3.0,7,0,7,1996,468720.0,Yes
45,No,travel rarely,1329.0,Research & Development,2,2,Other,1,1635.0,4,Female,59.0,2,2,Manufacturing Director,4,Divorced,6463.92,5388,1,No,19,3,1,40,2,10.0,3,3.0,10,3,9,1978,478440.0,Yes
44,No,Unknown,602.0,Research & Development,1,5,Other,1,1642.0,1,Male,37.0,3,2,Human Resources,4,Married,6463.92,10503,4,Yes,11,3,3,40,0,14.0,3,3.0,10,0,2,1979,216720.0,Yes
25,No,Unknown,772.0,Research & Development,2,1,Life Sciences,1,1653.0,4,Male,77.0,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,No,17,3,3,40,2,7.0,6,3.0,7,0,7,1998,277920.0,No
48,Yes,travel frequently,802.09,Sales,7,2,Other,1,1691.0,4,Female,95.0,3,1,Sales Representative,3,Unknown,2655.0,11740,2,No,11,3,3,40,2,19.0,3,3.0,9,7,7,1975,288750.68,No
26,No,Unknown,786.0,Research & Development,7,3,Medical,1,1693.0,4,Male,76.0,3,1,Laboratory Technician,4,Unknown,2570.0,11925,1,No,20,4,3,40,0,7.0,5,3.0,7,5,7,1997,282960.0,Yes
44,No,travel rarely,921.0,Research & Development,2,3,Life Sciences,1,1703.0,3,Female,96.0,4,3,Healthcare Representative,4,Unknown,6463.92,14810,1,No,19,3,2,40,1,11.25,2,3.0,8,6,7,1979,331560.0,Yes
46,No,Unknown,717.0,Research & Development,13,4,Other,1,1727.0,3,Male,34.0,3,2,Healthcare Representative,2,Single,6463.92,9697,6,No,14,3,4,40,0,19.0,3,3.0,10,0,9,1977,258120.0,Yes
35,No,Unknown,1370.0,Research & Development,27,4,Life Sciences,1,1728.0,4,Male,49.0,3,2,Manufacturing Director,3,Married,6463.92,5151,2,No,16,3,2,40,1,17.0,3,3.0,7,0,7,1988,493200.0,Yes
30,No,travel frequently,1312.0,Research & Development,2,4,Other,1,1745.0,4,Female,78.0,2,1,Research Scientist,1,Unknown,4968.0,26427,0,No,16,3,4,40,0,10.0,2,2.77,9,0,7,1993,472320.0,No
30,No,Unknown,979.0,Sales,15,2,Marketing,1,1754.0,3,Male,94.0,2,3,Sales Executive,1,Unknown,6463.92,3088,2,No,11,3,1,40,1,11.25,2,3.0,7,1,7,1993,352440.0,Yes
33,No,non travel,1283.0,Sales,2,3,Marketing,1,1756.0,4,Female,62.0,3,2,Sales Executive,2,Unknown,5147.0,10697,8,No,15,3,4,40,0,13.0,2,2.0,11,1,7,1990,461880.0,Yes
32,No,Unknown,953.0,Research & Development,5,4,Other,1,1764.0,2,Male,65.0,3,1,Research Scientist,2,Single,2718.0,17674,2,No,14,3,2,40,0,12.0,3,3.0,7,0,7,1991,343080.0,Yes
43,No,travel rarely,244.0,Research & Development,2,3,Life Sciences,1,1778.0,2,Male,97.0,3,1,Human Resources,4,Unknown,3539.0,5033,0,No,13,3,2,40,0,11.25,5,3.0,9,1,8,1980,87840.0,No
35,Yes,Unknown,303.0,Sales,27,3,Other,1,1797.0,3,Male,84.0,3,2,Sales Executive,4,Unknown,5813.0,13492,1,No,18,3,4,40,0,11.25,2,3.0,10,7,7,1988,109080.0,No
35,No,non travel,1180.0,Research & Development,2,2,Medical,1,1804.0,2,Male,90.0,3,2,Manufacturing Director,4,Divorced,6463.92,24442,2,No,14,3,3,40,1,15.0,6,3.0,7,1,7,1988,424800.0,No
30,No,Unknown,1092.0,Research & Development,10,3,Medical,1,1816.0,1,Female,64.0,3,3,Manufacturing Director,3,Single,9667.0,2739,9,No,14,3,2,40,0,9.0,3,3.0,7,0,2,1993,393120.0,No
46,Yes,travel rarely,261.0,Research & Development,19,2,Medical,1,1821.0,4,Female,66.0,3,2,Healthcare Representative,2,Married,6463.92,10842,4,No,22,4,4,40,1,13.0,2,4.0,9,3,7,1977,93960.0,No
43,No,travel frequently,1422.0,Sales,2,4,Life Sciences,1,1849.0,1,Male,92.0,3,2,Sales Executive,4,Married,5675.0,19246,1,No,20,4,3,40,1,7.0,5,3.0,7,7,7,1980,511920.0,No
46,Yes,Unknown,802.09,Sales,10,3,Life Sciences,1,1869.0,3,Female,64.0,3,3,Sales Executive,2,Unknown,7314.0,14011,5,No,21,4,3,40,3,14.0,2,3.0,8,0,7,1977,288750.68,Yes
27,No,travel rarely,511.0,Sales,2,2,Other,1,1898.0,1,Female,89.0,4,2,Sales Executive,3,Single,6463.92,26997,0,No,14,3,2,40,0,9.0,5,2.0,8,0,7,1996,183960.0,No
42,No,Unknown,1396.0,Research & Development,6,3,Medical,1,1911.0,3,Male,83.0,3,3,Research Director,1,Married,6463.92,14842,9,No,13,3,2,40,1,18.0,3,4.0,13,5,7,1981,502560.0,Yes
28,No,travel frequently,802.09,Sales,1,2,Life Sciences,1,1927.0,3,Male,42.0,2,2,Sales Executive,4,Married,6463.92,19255,1,No,12,3,3,40,1,7.0,2,3.0,7,0,7,1995,288750.68,Yes
47,No,Unknown,1169.0,Research & Development,14,4,Other,1,1934.0,3,Male,64.0,3,2,Research Scientist,2,Married,6463.92,2125,8,No,18,3,3,40,1,11.25,4,4.0,8,1,7,1976,420840.0,No
34,No,travel rarely,1239.0,Sales,13,4,Medical,1,1951.0,4,Male,39.0,3,3,Sales Executive,3,Divorced,6463.92,22914,1,No,18,3,3,40,1,9.0,2,2.0,8,1,1,1989,446040.0,Yes
26,No,Unknown,157.0,Research & Development,1,3,Medical,1,1952.0,3,Male,95.0,3,1,Laboratory Technician,1,Single,6463.92,20006,0,No,13,3,4,40,0,8.0,6,2.77,7,7,6,1997,56520.0,Yes
27,No,travel rarely,954.0,Sales,9,3,Other,1,1965.0,4,Male,44.0,3,2,Sales Executive,4,Unknown,6463.92,5099,1,No,14,3,1,40,0,11.25,5,2.77,7,0,7,1996,343440.0,No
31,Yes,travel frequently,754.0,Sales,26,4,Marketing,1,1967.0,1,Male,63.0,3,2,Sales Executive,4,Unknown,6463.92,21075,1,Yes,11,3,3,40,0,10.0,4,3.0,10,0,8,1992,271440.0,Yes
31,No,Unknown,697.0,Research & Development,10,3,Other,1,1979.0,3,Female,40.0,3,3,Research Director,3,Married,6463.92,26862,4,No,20,4,3,40,1,13.0,2,4.0,11,4,8,1992,250920.0,Yes
35,No,Unknown,1395.0,Research & Development,9,4,Medical,1,2008.0,2,Male,48.0,3,2,Research Scientist,3,Unknown,5098.0,18698,1,No,19,3,2,40,0,10.0,5,3.0,10,0,8,1988,502200.0,Yes
33,No,travel rarely,501.0,Research & Development,15,2,Other,1,2009.0,2,Female,95.0,3,2,Healthcare Representative,4,Married,6463.92,21653,0,Yes,13,3,1,40,1,11.25,6,3.0,9,8,1,1990,180360.0,Yes
39,No,travel rarely,116.0,Research & Development,24,1,Life Sciences,1,2014.0,1,Male,52.0,3,2,Research Scientist,4,Single,6463.92,5340,7,No,13,3,1,40,0,11.25,2,3.0,7,1,7,1984,41760.0,No
41,No,travel rarely,582.0,Research & Development,28,4,Life Sciences,1,2034.0,1,Female,60.0,2,4,Manufacturing Director,2,Married,13570.0,5640,0,No,23,3,3,40,1,21.0,3,3.0,20,0,10,1982,209520.0,Yes
34,No,Unknown,704.0,Sales,28,3,Marketing,1,2035.0,4,Female,95.0,2,2,Sales Executive,3,Married,6712.0,8978,1,No,21,4,4,40,2,8.0,2,3.0,8,1,7,1989,253440.0,No
39,No,travel rarely,613.0,Research & Development,6,1,Other,1,2062.0,4,Male,42.0,2,3,Healthcare Representative,1,Unknown,9991.0,21457,4,No,15,3,1,40,1,11.25,5,3.0,7,1,7,1984,220680.0,Yes
34,No,travel rarely,419.0,Research & Development,7,4,Other,1,28.0,1,Female,53.0,3,3,Research Director,2,Single,6463.92,21293,0,No,11,3,3,40,0,11.25,4,3.0,12,2,11,1989,150840.0,No
46,No,Unknown,1211.0,Sales,5,4,Other,1,62.0,1,Male,98.0,3,2,Sales Executive,4,Single,6463.92,20445,4,No,21,3,3,40,0,14.0,4,3.0,9,0,8,1977,435960.0,Yes
41,No,travel frequently,857.0,Research & Development,10,3,Life Sciences,1,199.0,4,Male,91.0,2,4,Manager,1,Divorced,6463.92,12888,4,No,13,3,2,40,1,11.25,2,2.0,7,7,7,1982,308520.0,No
39,No,Unknown,505.0,Research & Development,2,4,Other,1,343.0,3,Female,64.0,3,3,Healthcare Representative,3,Single,10938.0,6420,0,No,25,4,4,40,0,20.0,1,3.0,19,11,8,1984,181800.0,No
42,No,travel rarely,269.0,Research & Development,2,3,Medical,1,351.0,4,Female,56.0,2,1,Laboratory Technician,1,Divorced,2593.0,8007,0,Yes,11,3,3,40,1,10.0,4,3.0,9,7,8,1981,96840.0,Yes
33,No,travel frequently,553.0,Research & Development,5,4,Other,1,428.0,4,Female,74.0,3,3,Manager,2,Married,11878.0,23364,6,No,11,3,2,40,2,12.0,2,3.0,10,8,8,1990,199080.0,Yes
35,No,travel rarely,1296.0,Research & Development,5,4,Technical Degree,1,464.0,3,Male,62.0,3,3,Manufacturing Director,2,Single,8095.0,18264,0,No,13,3,4,40,0,17.0,5,3.0,16,0,13,1988,466560.0,Yes
41,No,travel rarely,427.0,Research & Development,10,4,Human Resources,1,731.0,2,Male,73.0,2,5,Manager,4,Divorced,6463.92,8861,3,No,15,3,2,40,3,23.0,2,2.0,21,12,6,1982,153720.0,No
27,No,Unknown,975.0,Research & Development,7,3,Other,1,764.0,4,Female,55.0,2,2,Healthcare Representative,1,Unknown,6463.92,23398,8,No,19,3,1,40,0,11.25,2,1.0,7,0,7,1996,351000.0,No
51,No,travel rarely,1318.0,Research & Development,26,4,Marketing,1,851.0,1,Female,66.0,3,4,Manager,3,Married,6463.92,5594,2,No,14,3,3,40,1,11.25,2,2.0,20,4,17,1972,474480.0,No
47,No,travel rarely,249.0,Sales,2,2,Marketing,1,903.0,3,Female,35.0,3,2,Sales Executive,4,Unknown,4537.0,17783,0,No,22,4,1,40,1,8.0,2,3.0,7,7,7,1976,89640.0,Yes
50,No,non travel,881.0,Research & Development,2,4,Other,1,905.0,1,Male,98.0,3,4,Manager,1,Divorced,17924.0,4544,1,No,11,3,4,40,1,31.0,3,3.0,31,14,7,1973,317160.0,No
35,No,travel rarely,1137.0,Research & Development,21,1,Life Sciences,1,942.0,4,Female,51.0,3,2,Healthcare Representative,4,Married,4014.0,19170,1,No,25,4,4,40,1,10.0,2,1.0,10,0,7,1988,409320.0,Yes
39,No,travel rarely,466.0,Research & Development,1,1,Other,1,1026.0,4,Female,65.0,2,4,Manufacturing Director,4,Married,12742.0,7060,1,No,16,3,3,40,1,11.25,3,3.0,21,11,8,1984,167760.0,Yes
41,No,Unknown,509.0,Research & Development,7,2,Other,1,1085.0,2,Female,43.0,4,1,Research Scientist,3,Unknown,3376.0,18863,1,No,13,3,3,40,0,11.25,3,3.0,10,0,8,1982,183240.0,No
42,No,Unknown,469.0,Research & Development,2,2,Medical,1,1109.0,4,Male,35.0,3,4,Manager,1,Unknown,6463.92,14399,0,No,17,3,4,40,1,23.0,3,3.0,22,13,7,1981,168840.0,No
52,No,travel rarely,994.0,Research & Development,7,4,Life Sciences,1,1118.0,2,Male,87.0,3,3,Healthcare Representative,2,Single,6463.92,15322,7,No,19,3,4,40,0,18.0,4,2.77,8,4,0,1971,357840.0,Yes
38,No,Unknown,433.0,Research & Development,1,3,Other,1,1152.0,3,Male,37.0,4,1,Human Resources,3,Unknown,6463.92,6004,1,No,13,3,4,40,1,7.0,2,4.0,7,5,0,1985,155880.0,Yes
35,No,Unknown,482.0,Research & Development,4,4,Life Sciences,1,1350.0,3,Male,87.0,3,2,Research Scientist,3,Single,4249.0,2690,1,No,11,3,2,40,0,11.25,3,3.0,9,1,1,1988,173520.0,No
28,No,travel rarely,1083.0,Research & Development,29,1,Life Sciences,1,1514.0,3,Male,96.0,1,2,Manufacturing Director,2,Married,6549.0,3173,1,No,14,3,2,40,2,8.0,2,2.0,8,1,7,1995,389880.0,Yes
44,No,Unknown,136.0,Research & Development,28,3,Life Sciences,1,1523.0,4,Male,32.0,3,4,Research Director,1,Married,6463.92,22074,3,No,13,3,3,40,1,11.25,1,4.0,20,14,17,1979,48960.0,Yes
50,No,Unknown,333.0,Research & Development,22,5,Other,1,1539.0,3,Male,88.0,1,4,Research Director,4,Unknown,14411.0,24450,1,No,13,3,4,40,0,11.25,2,3.0,32,13,9,1973,119880.0,No
39,No,Unknown,1462.0,Sales,6,3,Other,1,1588.0,4,Male,38.0,4,3,Sales Executive,3,Married,8237.0,4658,2,No,11,3,1,40,1,11.0,3,3.0,7,7,6,1984,526320.0,Yes
49,No,Unknown,722.0,Research & Development,13,4,Other,1,1617.0,13,Female,84.0,3,1,Laboratory Technician,1,Unknown,3211.0,22102,1,No,14,3,4,40,1,10.0,3,2.0,9,1,4,1974,259920.0,Yes
45,No,Unknown,802.09,Research & Development,28,2,Technical Degree,1,1719.0,4,Female,48.0,2,4,Research Director,2,Single,16704.0,17119,1,No,11,3,3,40,0,21.0,2,3.0,21,8,6,1978,288750.68,No
27,No,Unknown,1131.0,Research & Development,15,3,Other,1,1870.0,4,Female,77.0,2,1,Research Scientist,1,Married,4774.0,23844,0,No,19,3,4,40,1,11.25,2,2.77,7,7,3,1996,407160.0,No
42,No,travel rarely,300.0,Research & Development,2,3,Other,1,2031.0,1,Male,56.0,3,5,Manager,3,Married,6463.92,17312,5,No,11,3,1,40,0,24.0,2,2.0,22,4,14,1981,108000.0,Yes
49,No,Unknown,1023.0,Sales,2,3,Other,1,2065.0,4,Male,63.0,2,2,Sales Executive,2,Married,6463.92,13243,2,No,14,3,4,40,0,17.0,3,2.0,9,0,8,1974,368280.0,Yes
29,No,travel rarely,153.0,Research & Development,15,2,Life Sciences,1,15.0,4,Female,49.0,2,2,Laboratory Technician,3,Single,6463.92,12682,0,Yes,12,3,4,40,0,10.0,3,3.0,9,0,8,1994,55080.0,Yes
